Lat DD,Lon DD,Month,Day,Year,piece/km^2,micro,macro,Weight,micro,macro,Source,Note,Total Plastic,m^2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.70666667,-66.85166667,4,29,2015,111982.0829,,,,,,SEA ED Logs,Not Corrected,130,1160.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.295,-66.83,4,29,2015,58414.57896,,,,,,SEA ED Logs,Not Corrected,142,2430.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.91,-65.215,5,2,2015,8115.565655,,,,,,SEA ED Logs,Not Corrected,10,1232.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.37833333,-64.95666667,5,2,2015,24155.88598,,,,,,SEA ED Logs,Not Corrected,45,1862.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.69666667,-64.945,5,11,2015,227032.227,,,,,,SEA ED Logs,Not Corrected,236,1039.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.91833333,-65.335,5,11,2015,141207.4091,,,,,,SEA ED Logs,Not Corrected,247,1749.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.19,-65.78333333,5,12,2015,9064.813416,,,,,,SEA ED Logs,Not Corrected,12,1323.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.605,-66.75333333,5,12,2015,28753.21179,,,,,,SEA ED Logs,Not Corrected,47,1634.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.07833333,-67.415,5,13,2015,5469.604626,,,,,,SEA ED Logs,Not Corrected,7,1279.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.17,-70.02833333,5,14,2015,198905.585,,,,,,SEA ED Logs,Not Corrected,229,1151.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.69666667,-70.94666667,5,15,2015,0,,,,,,SEA ED Logs,Not Corrected,0,1252.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.22333333,-71.54166667,5,15,2015,22725.55109,,,,,,SEA ED Logs,Not Corrected,30,1320.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.47333333,-72.09833333,5,15,2015,0,,,,,,SEA ED Logs,Not Corrected,0,3546.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.38833333,-72.24666667,5,16,2015,0,,,,,,SEA ED Logs,Not Corrected,0,1662.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.79,-72.57166667,5,17,2015,534.1595,,,,,,SEA ED Logs,Not Corrected,1,1872.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.96666667,-72.41666667,5,17,2015,0,,,,,,SEA ED Logs,Not Corrected,0,1843.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.25,-71.96,5,18,2015,0,,,,,,SEA ED Logs,Not Corrected,0,1345.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.55666667,-72.16166667,5,18,2015,0,,,,,,SEA ED Logs,Not Corrected,0,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.50333333,-72.285,5,18,2015,0,,,,,,SEA ED Logs,Not Corrected,0,1981.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.46166667,-72.35333333,5,18,2015,3595.990471,,,,,,SEA ED Logs,Not Corrected,8,2224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.44,-7.673333333,7,8,2014,22748.7338,,,,,,SEA ED Logs,Not Corrected,53,2329.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.53333333,-7.391666667,7,8,2014,1191.232529,,,,,,SEA ED Logs,Not Corrected,3,2518.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.58333333,-7.166666667,7,8,2014,0,,,,,,SEA ED Logs,Not Corrected,0,2703.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.365,-6.718333333,7,9,2014,1189.154907,,,,,,SEA ED Logs,Not Corrected,3,2522.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.21833333,-5.926666667,7,14,2014,1678.88522,,,,,,SEA ED Logs,Not Corrected,3,1786.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.16666667,-7.298333333,7,15,2014,615.3278159,,,,,,SEA ED Logs,Not Corrected,2,3250.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.96166667,-8.815,7,16,2014,8891.962654,,,,,,SEA ED Logs,Not Corrected,18,2024.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.33166667,-9.291666667,7,16,2014,6323.910706,,,,,,SEA ED Logs,Not Corrected,10,1581.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.11,-9.498333333,7,17,2014,797.3527887,,,,,,SEA ED Logs,Not Corrected,2,2508.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.21166667,-10.135,7,17,2014,5042.864347,,,,,,SEA ED Logs,Not Corrected,6,1189.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.65,-10.265,7,18,2014,0,,,,,,SEA ED Logs,Not Corrected,0,1357.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.73333333,-11.39333333,7,18,2014,2235.511094,,,,,,SEA ED Logs,Not Corrected,4,1789.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.99333333,-12.59666667,7,19,2014,528.5412262,,,,,,SEA ED Logs,Not Corrected,1,1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.41666667,-12.29833333,7,19,2014,9367.282636,,,,,,SEA ED Logs,Not Corrected,22,2348.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.52333333,-12.17833333,7,20,2014,4183.881596,,,,,,SEA ED Logs,Not Corrected,8,1912.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.78166667,-12.15666667,7,20,2014,14113.85174,,,,,,SEA ED Logs,Not Corrected,21,1487.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.70833333,-12.715,7,20,2014,476.5308554,,,,,,SEA ED Logs,Not Corrected,1,2098.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.21833333,-11.80333333,7,21,2014,1014.044517,,,,,,SEA ED Logs,Not Corrected,2,1972.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.55833333,-11.565,7,22,2014,2837.362388,,,,,,SEA ED Logs,Not Corrected,5,1762.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.74666667,-11.175,7,22,2014,13929.12859,,,,,,SEA ED Logs,Not Corrected,25,1794.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.57,-11.97666667,7,23,2014,1587.889695,,,,,,SEA ED Logs,Not Corrected,3,1889.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.56333333,-9.541666667,7,28,2014,8654.678334,,,,,,SEA ED Logs,Not Corrected,9,1039.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.26833333,-9.48,7,29,2014,1941.08798,,,,,,SEA ED Logs,Not Corrected,4,2060.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.82833333,-8.736666667,7,30,2014,9197.51667,,,,,,SEA ED Logs,Not Corrected,16,1739.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.69333333,-7.81,7,30,2014,2093.473596,,,,,,SEA ED Logs,Not Corrected,4,1910.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.515,-69.56666667,6,2,2014,738.989063,,,,,,SEA ED Logs,Not Corrected,2,2706.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.89,-68.48333333,6,3,2014,6639.791321,,,,,,SEA ED Logs,Not Corrected,14,2108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.28166667,-67.53666667,6,4,2014,3637.245393,,,,,,SEA ED Logs,Not Corrected,6,1649.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.11166667,-66.49,6,4,2014,5659.891948,,,,,,SEA ED Logs,Not Corrected,11,1943.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.925,-64.96,6,5,2014,550.660793,,,,,,SEA ED Logs,Not Corrected,1,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.89166667,-63.97166667,6,5,2014,29136.50009,,,,,,SEA ED Logs,Not Corrected,33,1132.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.13833333,-62.33833333,6,6,2014,7147.962831,,,,,,SEA ED Logs,Not Corrected,8,1119.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.28833333,-60.025,6,7,2014,0,,,,,,SEA ED Logs,Not Corrected,0,2179.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.44833333,-59.09833333,6,7,2014,1488.981537,,,,,,SEA ED Logs,Not Corrected,3,2014.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.16833333,-57.88,6,7,2014,516.1556726,,,,,,SEA ED Logs,Not Corrected,1,1937.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.88,-55.00166667,6,9,2014,660.720185,,,,,,SEA ED Logs,Not Corrected,1,1513.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.82166667,-54.00166667,6,9,2014,0,,,,,,SEA ED Logs,Not Corrected,0,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.81333333,-52.40833333,6,9,2014,1983.969526,,,,,,SEA ED Logs,Not Corrected,5,2520.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.56,-49.15333333,6,10,2014,3577.817531,,,,,,SEA ED Logs,Not Corrected,5,1397.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.48166667,-48.27333333,6,11,2014,24982.87464,,,,,,SEA ED Logs,Not Corrected,62,2481.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.45333333,-39.62833333,6,14,2014,7915.727943,,,,,,SEA ED Logs,Not Corrected,13,1642.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.86833333,-38.41333333,6,14,2014,8154.560281,,,,,,SEA ED Logs,Not Corrected,13,1594.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.89166667,-35.87,6,15,2014,12062.72618,,,,,,SEA ED Logs,Not Corrected,26,2155.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.37666667,-34.725,6,16,2014,3005.530176,,,,,,SEA ED Logs,Not Corrected,5,1663.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.90166667,-33.25833333,6,16,2014,9966.115208,,,,,,SEA ED Logs,Not Corrected,15,1505.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.51833333,-29.30333333,6,18,2014,5291.005291,,,,,,SEA ED Logs,Not Corrected,8,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.23333333,-27.905,6,19,2014,16129.03226,,,,,,SEA ED Logs,Not Corrected,28,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.63666667,-25.595,6,20,2014,21159.87461,,,,,,SEA ED Logs,Not Corrected,27,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.62333333,-23.23333333,6,21,2014,20186.3354,,,,,,SEA ED Logs,Not Corrected,13,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.88666667,-22.07666667,6,21,2014,3853.317064,,,,,,SEA ED Logs,Not Corrected,6,1557.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.25666667,-20.35833333,6,21,2014,6654.343808,,,,,,SEA ED Logs,Not Corrected,9,1352.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.44166667,-19.22333333,6,22,2014,0,,,,,,SEA ED Logs,Not Corrected,0,1697.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.735,-17.645,6,23,2014,0,,,,,,SEA ED Logs,Not Corrected,0,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.99,-14.62666667,6,24,2014,2583.979328,,,,,,SEA ED Logs,Not Corrected,2,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.15,-13.265,6,24,2014,1334.222815,,,,,,SEA ED Logs,Not Corrected,2,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.185,-11.16333333,6,24,2014,0,,,,,,SEA ED Logs,Not Corrected,0,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.33833333,-9.833333333,6,25,2014,2893.099957,,,,,,SEA ED Logs,Not Corrected,4,1382.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.55833333,-8.186666667,6,26,2014,1382.886776,,,,,,SEA ED Logs,Not Corrected,4,2892.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.29,-8.635,6,26,2014,1261.272624,,,,,,SEA ED Logs,Not Corrected,2,1585.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.905,-66.18833333,4,16,2014,0,,,,,,SEA ED Logs,Not Corrected,0,2034.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.325,-66.22666667,4,16,2014,7025.212708,,,,,,SEA ED Logs,Not Corrected,9,1281.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.96166667,-66.47166667,4,17,2014,0,,,,,,SEA ED Logs,Not Corrected,0,2054.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.52666667,-66.53166667,4,17,2014,0,,,,,,SEA ED Logs,Not Corrected,0,1477.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.31833333,-66.43333333,4,17,2014,539.9568035,,,,,,SEA ED Logs,Not Corrected,1,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.96,-66.32166667,4,18,2014,0,,,,,,SEA ED Logs,Not Corrected,0,2230.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.745,-66.25166667,4,19,2014,0,,,,,,SEA ED Logs,Not Corrected,0,2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.45666667,-66.04333333,4,19,2014,9813.542689,,,,,,SEA ED Logs,Not Corrected,15,1528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.36333333,-66.10333333,4,20,2014,553.1585352,,,,,,SEA ED Logs,Not Corrected,1,1807.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01333333,-65.96833333,4,20,2014,10230.17903,,,,,,SEA ED Logs,Not Corrected,14,1368.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.76333333,-66.03166667,4,21,2014,0,,,,,,SEA ED Logs,Not Corrected,0,1572.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.34833333,-65.81,4,21,2014,0,,,,,,SEA ED Logs,Not Corrected,0,1436.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.77833333,-65.66833333,4,22,2014,12157.61997,,,,,,SEA ED Logs,Not Corrected,17,1398.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.44666667,-65.54,4,23,2014,13401.45741,,,,,,SEA ED Logs,Not Corrected,16,1193.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.14166667,-65.57,4,23,2014,61593.06817,,,,,,SEA ED Logs,Not Corrected,118,1915.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.94166667,-65.535,4,24,2014,9245.662696,,,,,,SEA ED Logs,Not Corrected,17,1838.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.17,-64.53,4,26,2014,8415.424979,,,,,,SEA ED Logs,Not Corrected,17,2020.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.965,-65.00333333,5,5,2014,117319.0236,,,,,,SEA ED Logs,Not Corrected,223,1900.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94,-65.8,5,5,2014,16499.70536,,,,,,SEA ED Logs,Not Corrected,28,1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.89333333,-65.60833333,5,6,2014,1355.105359,,,,,,SEA ED Logs,Not Corrected,2,1475.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.495,-65.645,5,6,2014,9012.256669,,,,,,SEA ED Logs,Not Corrected,10,1109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.16166667,-65.51166667,5,7,2014,651.9754857,,,,,,SEA ED Logs,Not Corrected,1,1533.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.46833333,-65.72833333,5,7,2014,8994.708995,,,,,,SEA ED Logs,Not Corrected,17,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.80333333,-66.13166667,5,8,2014,0,,,,,,SEA ED Logs,Not Corrected,0,1932.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.13,-67.29666667,5,8,2014,16623.67441,,,,,,SEA ED Logs,Not Corrected,29,1744.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.52166667,-68.41,5,9,2014,23474.1784,,,,,,SEA ED Logs,Not Corrected,50,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.57666667,-69.54333333,5,10,2014,6933.210076,,,,,,SEA ED Logs,Not Corrected,6,865.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.95166667,-70.78166667,5,10,2014,74049.01519,,,,,,SEA ED Logs,Not Corrected,197,2660.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.65166667,-71.62333333,5,11,2014,1029.972191,,,,,,SEA ED Logs,Not Corrected,2,1941.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.54333333,-71.77833333,5,11,2014,1347.391114,,,,,,SEA ED Logs,Not Corrected,4,2968.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.6,-72.22166667,5,12,2014,475.3529496,,,,,,SEA ED Logs,Not Corrected,1,2103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.485,-72.33333333,5,12,2014,13343.2172,,,,,,SEA ED Logs,Not Corrected,18,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
